id,ProductCode,Barcode,Name,Description,UnitPrice,Discount,MinimumPrice,DiscountType,Brand,Category,Notes,Type,Tax1,Tax2,Status,BuyPrice,TrackStock,TrackingType,StockBalance,UnitTemplate,AverageCost,LowStockThershol,ProfitMargin,IsFeatured,IsAvilableOnline,مناسب لـ :-Custom,شكل الإطار-Custom,مادة الإطار-Custom,عرض العدسة-Custom,طول العدسة-Custom,لون العدسة-Custom,مادة العدسة-Custom
254,247,2002020002,"3073 695/55 - Arntte"," ",480," ",240," ","ارنيت - Arntte","ارنيت - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
255,248,2004010002,"EA 4180 CL5424/87 - Emporio Armani"," ",800," ",400,1,"امبوريو ارماني - Emporio Armani","امبوريو ارماني - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
256,249,2008010001,"PH 4185U CL5001/87 - Polo"," ",940," ",470,1,"بولو - Polo","بولو رالف لورين - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0,0," "," "," "," "," "," "," "
257,250,2008010002,"PH 4210 CL5001/81 - Polo"," ",1130," ",565,1,"بولو - Polo","بولو - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0,1,"رجال فقط"," "," "," "," "," "," "
258,251,2009010005,"PH 4210  -CL5001/81 - Polo Ralph Lauren"," ",1130," ",565,1,"بولو رالف لورين - Polo Ralph Louren","بولو رالف لورين - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0,0," "," "," "," "," "," "," "
259,252,2009020001,"RE 5280 5001/80 - Polo Ralph Lauren"," ",640," ",320,1,"بولو رالف لورين - Polo Ralph Louren","بولو رالف لورين - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0,0," "," "," "," "," "," "," "
260,253,2010010002,"SPLA54-CLE70B - Police"," ",970," ",485," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
261,254,2010010003,"SPLB47-CL6QSB - Police"," ",820," ",410,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
262,255,2010010004,"SPLE04-CL0300 - Police"," ",820," ",410," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
263,256,2010010005,"SPLE38-CL4GTX - Police"," ",820," ",410,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
264,257,2010010006,"SPLE38-CL0J74 - Police"," ",820," ",410,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
265,258,2010010007,"SPLF64-CL0509 - Police"," ",970," ",485," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
266,259,2010010008,"SPLL07-CL0300 - Police"," ",980," ",490,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
267,260,2010010009,"SPLL08-CL8YZP - Police"," ",910," ",455,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
268,261,2010010010,"SPLL11-CLK07B - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
269,262,2010010011,"SPLL15-CLV78B - Police"," ",870," ",435,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
270,263,2010010012,"SPLQ91 -CL0579 - Police"," ",920," ",460,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
271,264,2010010013,"SPLL78 -CL0584 - Police"," ",920," ",460,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
272,265,2010010014,"SPLL17-CL300Y - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
273,266,2010010015,"SPLL18-CL0509 - Police"," ",1120," ",560,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
274,267,2010010016,"SPLP20-CL0300 - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
275,268,2010010017,"SPLP24-CL0700 - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
276,269,2010010018,"L6041S N CL 001 Lacoste "," ",980," ",490,1,"لاكوست - Lacoste","لاكوست - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0,0,"رجال فقط"," "," "," "," "," "," "
277,270,2010010019,"SPLN33-CL0V14 - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
278,271,2010010020,"SPLN33-CL0Z42 - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
279,272,2010010021,"SPLN34V-CL4A4P - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
280,273,2010010022,"SPLN37-CL0U28 - Police"," ",850," ",425,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
281,274,2010010023,"SPLN38-CL0579 - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
282,275,2010010024,"SPLN38-CL568P - Police"," ",980," ",490,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0,0," "," "," "," "," "," "," "
283,276,2010010025,"SPLN43-CL700Y - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
284,277,2010010026,"SPLN42-CL568Y - Police"," ",1155," ",577.5,1,"بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
285,278,2010010027,"SPLP23-CLZ42P - Police"," ",1000," ",500," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
286,279,2010010028,"SPLP25-CL0300 - police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
287,280,2010010029,"SPLP25-CL0672 - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
288,281,2010010030,"SPLP27-CL0300 - Police"," ",1100," ",550," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
289,282,2010010031,"SPLP27-CL300K - Police"," ",1100," ",550," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
290,283,2010010032,"SPLP32V-CL0703 - police"," ",1100," ",550," ","بوليس - police","بوليس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
291,284,2010010033,"SPLP33V-CL0703 - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
292,285,2010010034,"SPLP33V-CL0703 - police"," ",1100," ",550," ","بوليس - police","بوليس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
293,286,2010010035,"SPLP33V-CL700Y - police"," ",1100," ",550," ","بوليس - police","بوليس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
294,287,2010010036,"SPLQ21-CLOS79 - police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
295,288,2010010037,"SPLQ82-CL0700 - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
296,289,2010010038,"SPLQ85-CL0300 - police"," ",800," ",400," ","بوليس - police","بوليس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
297,290,2010010039,"SPLQ85-CL0300 - police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
298,291,2010010040,"SPLQ85-CL0579 - Police"," ",980," ",490," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
299,292,2010010041,"SPLQ92-CL0300 - police"," ",1250," ",625," ","بوليس - police","بوليس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
300,293,2010010042,"SPLQ92-CL0300 - Police"," ",1250," ",625," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
301,294,2010010043,"SPLQ92-CL300Y - Police"," ",1250," ",625," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
302,295,2010010044,"SPLN30-CL0302 - Police"," ",960," ",480," ","بوليس - police","بوليس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
303,296,2011020001,"STO C21 0743 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
304,297,2011020002,"STO 436 0E59 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
305,298,2011020003,"STO 439 0594 - Tous"," ",880," ",440," ","توس - Tous","توس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
306,299,2011020004,"STO 439 0E59 - Tous"," ",880," ",440," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
307,300,2011020005,"STO 440 0SNA - Tous"," ",860," ",430," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
308,301,2011020006,"STO 440 340X - Tous"," ",860," ",430," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
309,302,2011020007,"STO 445 300K - Tous"," ",880," ",440," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
310,303,2011020008,"STO 455 0301 - Tous"," ",880," ",440," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
311,304,2011020009,"STO 455V 0E59 - Tous"," ",850," ",425," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
312,305,2011020010,"STO 456 033M - Tous"," ",890," ",445," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
313,306,2011020011,"STO 457 0SNB - Tous"," ",840," ",420," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
314,307,2011020012,"STO 459 0300 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
315,308,2011020013,"STO 459 0492 - Tous"," ",860," ",430," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
316,309,2011020014,"STO 461 0300 - Tous"," ",870," ",435,1,"توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
317,310,2011020015,"STO A94 AD2Y - Tous"," ",870," ",435," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
318,311,2011020016,"STO B18 0Z42 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
319,312,2011020017,"STO B21 0700 - Tous"," ",890," ",445," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
320,313,2011020018,"STO B21 075G - Tous"," ",860," ",430," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
321,314,2011020019,"STO B21 0X5G - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
322,315,2011020020,"STO B22 099N - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
323,316,2011020021,"STO B22 0X5G - Tous"," ",870," ",435," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
324,317,2011020022,"STO B42 CL0T66 - Tous"," ",880," ",440,1,"توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
325,318,2011020023,"STO B49 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
326,319,2011020024,"STO B74 0700 - Tous"," ",870," ",435," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
327,320,2011020025,"STO B88 0700 - Tous"," ",870," ",435," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
328,321,2011020026,"STO B89 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
329,322,2011020027,"STO B52 CL0GBL - Tous"," ",860," ",430,1,"توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
330,323,2011020028,"STO C22 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
331,324,2011020029,"STO C24 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
332,325,2011020030,"STO C33 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
333,326,2011020031,"STO C33V 0727 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
334,327,2011020032,"STO C34 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
335,328,2011020033,"STO C35 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
336,329,2011020034,"STO C35 0743 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
337,330,2011020035,"STO C36 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
338,331,2011020036,"STO C41S 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
339,332,2011020037,"STO C73 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
340,333,2011020038,"STO B74 0700 - Tous"," ",900," ",450,1,"توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0,0," "," "," "," "," "," "," "
341,334,2011020039,"STO C75 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
342,335,2011020040,"STO C76 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
343,336,2011020041,"STO C77V 700Y - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
344,337,2011020042,"STO C78V 700Y - Tous"," ",870," ",435," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
345,338,2011020043,"STO C80 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
346,339,2011020044,"STO C80 09MK - Tous"," ",900," ",450,1,"توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
347,340,2011020045,"STO C81 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
348,341,2011020046,"STO C81V 0N86 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
349,342,2011020047,"STO C82 0700 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
350,343,2011020048,"STO C82V 06RN - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
351,344,2011020049,"STO C84S 0705 - Tous"," ",900," ",450," ","توس - Tous","توس - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
352,345,2013010001,"TH 1572/S 01008 - Tommy Hilfiger"," ",950," ",475," ","تومي - Tommy Hilfiger","تومي - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
353,346,2013010002,"TH 1572/S KJ1IR - Tommy Hilfiger"," ",950," ",475,1,"تومي - Tommy Hilfiger","تومي - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
354,347,2017010007,"DIOR BLACKSUIT R7U 22C0 - Dior"," ",2050," ",0,1,"ديور - Dior","ديور - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
355,348,2017020004,"CD ICON R1U 16C0 - Dior"," ",2450," ",0,1,"ديور - Dior","ديور - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
356,349,2017020005,"CD ICON R1U 13A0 - Dior"," ",2400," ",0,1,"ديور - Dior","ديور - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
357,350,2017020006,"CDIOR B41 10A1 - Dior"," ",3350," ",0," ","ديور - Dior","ديور - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
358,351,2017020008,"DIOR ESILLE S1I 10A0 - Dior"," ",3250," ",0,1,"ديور - Dior","ديور - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
359,352,2017020009,"CD DIAMOND S81 12A0 - Dior"," ",2720," ",0," ","ديور - Dior","ديور - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
360,353,2017020010,"MISS DIOR S11 10A0 - Dior"," ",2150," ",0," ","ديور - Dior","ديور - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
361,354,2018010003,"4416 6721/51 - Ray-Ban"," ",1000," ",500," ","ريبان - Ray ban","ريبان - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
362,355,2018020001,"3546 9073/A5 - Ray-Ban"," ",600," ",300," ","ريبان - Ray ban","ريبان - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
363,356,2018020002,"4242 6034/2Y - Ray-Ban"," ",600," ",300," ","ريبان - Ray ban","ريبان - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
364,357,2020020001,"SK6003-CL100111 - Swarovski"," ",900," ",450," ","سواروفسكي - Swarovski","سواروفسكي - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
365,358,2021010001,"SP 3224 C3 - Sooper"," ",650," ",325,1,"سوبر - Sooper","سوبر - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," ","رجال فقط"," "," "," "," "," "," "
366,359,2021010002,"XP 2316S C1 - Sooper"," ",650," ",325," ","سوبر - Sooper","سوبر - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
367,360,2024010001,"SCH 375 909P -  Chopard"," ",4800," ",2400,1,"شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
368,361,2024010002,"SCH 376 700P -  Chopard"," ",3600," ",1800," ","شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
369,362,2024010005,"SCH L53 0672 -  Chopard"," ",4600," ",2300," ","شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
370,363,2024010006,"SCH L53 300K -  Chopard"," ",4600," ",2300," ","شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
371,364,2024010008,"SCH L52 508P -  Chopard"," ",4900," ",2450,1,"شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
372,365,2024020003,"SCH D40S 08FE -  Chopard"," ",4000," ",2000," ","شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
373,366,2024020004,"SCH D41S 594X -  Chopard"," ",4000," ",2000," ","شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
374,367,2024020007,"SCH L57S 08FC -  Chopard"," ",4600," ",2300,1,"شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
375,368,2024020009,"SCH L57S 0300 -  Chopard"," ",4600," ",2300,1,"شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
376,369,2024020010,"SCH L57S 300X -  Chopard"," ",4600," ",2300,1,"شوبارد -  Chopard","شوبارد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
377,370,2025010002,"FG 40008U 02Q - Fred"," ",4000," ",2000,1,"فرد - Fred","فرد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
378,371,2025010003,"FG 40008U 18V - Fred"," ",4000," ",2000,1,"فرد - Fred","فرد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
379,372,2025010008,"FG 40035U 02N - Fred"," ",2900," ",1450,1,"فرد - Fred","فرد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
380,373,2025010009,"FG 40036U 02N - Fred"," ",4210," ",2105,1,"فرد - Fred","فرد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
381,374,2025010010,"FG 40036U 30B - Fred"," ",4210," ",2105,1,"فرد - Fred","فرد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
382,375,2025010011,"FG 40042U 16N - Fred"," ",3620," ",1810,1,"فرد - Fred","فرد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
383,376,2025020001,"FG 40007 30V - Fred"," ",3000," ",1500," ","فرد - Fred","فرد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
384,377,2025020004,"FG 40031U 30V - Fred"," ",3690," ",1845,1,"فرد - Fred","فرد - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
